Gene ID,Gene Name,root,leaf,flower bud,flower,1 cm fruit,2 cm fruit,3 cm fruit,mature green fruit,breaker fruit,fruit at 10 days after the breaker stage
Solyc02g086760.1,Solyc02g086760.1,8,0.1,3,0.6,13,11,5,0.4,,
Solyc02g086770.2,Solyc02g086770.2,8,5,16,18,8,5,1,1,0.1,0.2
Solyc02g086780.2,Solyc02g086780.2,15,5,18,13,38,29,33,26,21,27
Solyc02g086790.2,Solyc02g086790.2,55,33,22,26,40,44,39,46,35,38
Solyc02g086800.2,Solyc02g086800.2,8,6,5,4,7,10,10,13,6,11
Solyc02g086810.1,Solyc02g086810.1,22,31,15,7,14,10,11,23,15,3
Solyc02g086820.2,Solyc02g086820.2,0.8,1738,166,143,0.1,,0.3,0.2,2,
Solyc02g086830.2,Solyc02g086830.2,24,84,27,33,36,48,35,38,48,65
Solyc02g086840.2,Solyc02g086840.2,9,8,5,8,0.3,0.7,0.5,0.4,0.2,0.2
Solyc02g086860.2,Solyc02g086860.2,22,12,9,10,11,16,15,23,13,16
Solyc02g086870.2,Solyc02g086870.2,24,13,14,15,21,21,21,23,16,21
Solyc02g086880.2,Solyc02g086880.2,369,20,179,188,371,437,382,387,272,396
Solyc02g086890.2,Solyc02g086890.2,2,122,36,52,46,50,44,38,31,10
Solyc02g086900.2,Solyc02g086900.2,9,10,10,15,11,11,10,17,8,9
Solyc02g086910.2,Solyc02g086910.2,4,130,26,19,33,30,18,7,6,4
Solyc02g086920.1,Solyc02g086920.1,,,6,,,,,,,
Solyc02g086930.2,Solyc02g086930.2,385,92,62,113,111,174,201,289,170,133
Solyc02g086940.2,Solyc02g086940.2,26,11,19,10,29,27,10,17,8,6
Solyc02g086950.1,Solyc02g086950.1,1,,,,0.2,,,,,
Solyc02g086970.2,Solyc02g086970.2,229,138,40,92,66,204,454,93,45,178
Solyc02g086980.2,Solyc02g086980.2,21,13,11,12,9,17,19,12,5,9
Solyc02g086990.2,Solyc02g086990.2,4,0.8,22,34,0.7,1,2,8,3,0.1
Solyc02g087000.2,Solyc02g087000.2,58,30,11,16,15,23,22,14,2,0.4
Solyc02g087010.2,Solyc02g087010.2,20,6,7,8,7,5,5,3,1,0.6
Solyc02g087020.1,Solyc02g087020.1,,,16,,,,,,,
Solyc02g087030.1,Solyc02g087030.1,11,1,2,3,1,1,0.9,2,2,0.9
Solyc02g087040.1,Solyc02g087040.1,26,4,5,6,6,6,2,5,1,0.1
Solyc02g087050.2,Solyc02g087050.2,20,8,8,6,18,14,8,7,1,0.4
Solyc02g087060.2,Solyc02g087060.2,151,39,17,44,2,4,13,25,10,3
Solyc02g087070.2,Solyc02g087070.2,51,,,,0.2,,,1,,
Solyc02g087090.2,Solyc02g087090.2,27,,,,,,,,,
Solyc02g087110.2,Solyc02g087110.2,0.1,25,5,4,,,,15,24,98
Solyc02g087120.2,Solyc02g087120.2,1,0.2,1,0.4,0.7,0.2,0.1,,,
Solyc02g087130.2,Solyc02g087130.2,37,21,34,29,35,34,42,43,32,40
Solyc02g087140.2,Solyc02g087140.2,17,14,20,14,22,21,28,25,24,24
Solyc02g087150.2,Solyc02g087150.2,7,113,31,26,61,64,44,30,29,41
Solyc02g087160.2,Solyc02g087160.2,,,,0.2,0.6,1,0.2,0.8,,
Solyc02g087170.2,Solyc02g087170.2,13,5,8,8,8,11,8,13,8,12
Solyc02g087180.2,Solyc02g087180.2,14,7,12,18,15,24,30,24,16,10
Solyc02g087190.1,Solyc02g087190.1,65,23,21,13,32,49,22,52,13,32
Solyc02g087200.1,Solyc02g087200.1,36,10,9,10,16,19,8,25,11,6
Solyc02g087210.2,Solyc02g087210.2,15,7,6,16,13,8,2,16,11,50
Solyc02g087220.2,Solyc02g087220.2,19,14,17,17,15,14,16,21,16,24
Solyc02g087230.2,Solyc02g087230.2,39,352,84,117,75,53,73,59,52,47
Solyc02g087240.2,Solyc02g087240.2,203,81,130,180,233,253,197,149,187,221
Solyc02g087250.2,Solyc02g087250.2,24,22,17,16,17,21,21,27,26,30
Solyc02g087260.1,Solyc02g087260.1,25,7,16,16,13,20,14,36,34,53
Solyc02g087270.2,Solyc02g087270.2,2,0.6,1,1,1,2,1,1,1,4
Solyc02g087280.2,Solyc02g087280.2,29,9,7,7,3,7,8,3,2,1
Solyc02g087290.2,Solyc02g087290.2,17,7,12,16,11,20,32,23,13,11
Solyc02g087300.1,Solyc02g087300.1,163,81,137,110,203,152,142,125,126,114
Solyc02g087310.2,Solyc02g087310.2,8,6,5,5,9,10,5,8,5,12
Solyc02g087320.1,Solyc02g087320.1,,,0.4,0.2,0.8,0.3,0.7,0.6,0.7,1
Solyc02g087330.2,Solyc02g087330.2,196,100,340,330,139,102,50,55,54,20
Solyc02g087340.2,Solyc02g087340.2,72,137,108,195,116,139,200,530,410,866
Solyc02g087350.1,Solyc02g087350.1,29,39,1,2,21,6,0.8,43,14,27
Solyc02g087360.2,Solyc02g087360.2,31,12,11,18,13,21,20,27,25,21
Solyc02g087370.1,Solyc02g087370.1,0.3,0.3,0.1,0.1,0.4,,0.1,0.4,,0.1
Solyc02g087380.1,Solyc02g087380.1,,0.1,,,,,,,,
Solyc02g087390.1,Solyc02g087390.1,,,,,0.1,0.1,,,,
Solyc02g087400.1,Solyc02g087400.1,4,256,57,61,96,85,116,41,27,14
Solyc02g087410.2,Solyc02g087410.2,9,0.2,0.4,2,1,3,2,1,0.5,0.9
Solyc02g087420.1,Solyc02g087420.1,0.3,0.1,0.5,0.2,0.3,,,,,
Solyc02g087430.2,Solyc02g087430.2,17,9,10,17,30,30,26,26,22,42
Solyc02g087440.2,Solyc02g087440.2,8,2,4,0.7,5,2,1,,0.2,0.5
Solyc02g087450.2,Solyc02g087450.2,2,0.3,2,0.4,7,3,0.8,3,0.5,0.8
Solyc02g087460.1,Solyc02g087460.1,47,13,12,17,22,28,27,34,20,27
Solyc02g087470.2,Solyc02g087470.2,6,2,0.5,1,1,,0.6,,,
Solyc02g087480.2,Solyc02g087480.2,30,8,14,12,25,20,8,23,12,36
Solyc02g087490.1,Solyc02g087490.1,,,0.2,0.1,,,,,,
Solyc02g087500.1,Solyc02g087500.1,,,0.1,,,,,,,
Solyc02g087510.2,Solyc02g087510.2,2,1,1,0.9,3,2,2,2,0.9,2
Solyc02g087520.2,Solyc02g087520.2,11,3,22,44,2,1,1,,,0.1
Solyc02g087530.1,Solyc02g087530.1,3,1,,,1,0.8,0.4,3,2,17
Solyc02g087540.1,Solyc02g087540.1,1,0.5,0.9,0.1,0.9,0.3,0.2,2,0.9,7
Solyc02g087550.2,Solyc02g087550.2,40,9,18,39,25,49,32,43,40,24
Solyc02g087560.1,Solyc02g087560.1,4,19,5,5,10,13,13,15,8,8
Solyc02g087580.2,Solyc02g087580.2,3,7,3,4,4,3,2,1,0.1,
Solyc02g087590.1,Solyc02g087590.1,,,0.1,,0.1,,,0.1,,
Solyc02g087600.2,Solyc02g087600.2,15,8,11,9,10,9,10,8,6,6
Solyc02g087610.1,Solyc02g087610.1,2,0.6,1,1,3,3,5,3,2,2
Solyc02g087630.2,Solyc02g087630.2,69,26,31,42,61,56,51,56,77,73
Solyc02g087640.2,Solyc02g087640.2,11,4,8,8,17,19,17,20,10,17
Solyc02g087650.2,Solyc02g087650.2,14,11,24,16,32,27,24,28,20,24
Solyc02g087660.2,Solyc02g087660.2,0.2,,0.8,0.5,2,1,0.8,0.6,0.1,
Solyc02g087670.2,Solyc02g087670.2,2,0.4,780,834,1,0.4,4,0.9,0.1,
Solyc02g087680.1,Solyc02g087680.1,,0.1,0.2,,,,,,,
Solyc02g087700.2,Solyc02g087700.2,,0.1,,,,,,,,0.2
Solyc02g087710.2,Solyc02g087710.2,82,33,51,58,76,84,68,87,67,108
Solyc02g087720.1,Solyc02g087720.1,27,4,7,8,9,22,22,33,34,33
Solyc02g087730.2,Solyc02g087730.2,16,7,10,14,10,9,13,15,17,23
Solyc02g087740.2,Solyc02g087740.2,124,0.7,10,9,55,69,82,103,195,152
Solyc02g087750.2,Solyc02g087750.2,187,96,108,109,132,197,259,276,303,181
Solyc02g087760.2,Solyc02g087760.2,102,58,71,49,103,112,83,78,38,40
Solyc02g087770.2,Solyc02g087770.2,29,6,22,5,20,41,56,58,45,5
Solyc02g087780.2,Solyc02g087780.2,13,9,32,16,33,29,17,12,4,0.7
Solyc02g087790.1,Solyc02g087790.1,0.1,,0.1,0.1,0.1,,,,,
Solyc02g087800.2,Solyc02g087800.2,9,0.1,8,3,15,10,7,5,0.5,0.2
Solyc02g087810.2,Solyc02g087810.2,7,0.1,2,2,2,3,3,2,0.4,
Solyc02g087820.1,Solyc02g087820.1,0.3,,,,,,,,,
Solyc02g087830.2,Solyc02g087830.2,0.2,,7,14,6,11,8,2,0.1,0.1
Solyc02g087840.2,Solyc02g087840.2,27,3,10,23,21,60,68,77,2,0.7
Solyc02g087850.1,Solyc02g087850.1,33,45,9,15,20,20,15,42,15,17
Solyc02g087860.2,Solyc02g087860.2,0.3,10,30,15,0.4,0.4,0.2,0.1,0.1,0.1
Solyc02g087870.2,Solyc02g087870.2,33,8,10,9,12,32,38,16,3,0.6
Solyc02g087880.2,Solyc02g087880.2,75,10,29,10,81,11,5,2,0.7,0.5
Solyc02g087890.2,Solyc02g087890.2,2,1,9,51,0.3,0.3,0.1,0.6,37,40
Solyc02g087900.2,Solyc02g087900.2,45,12,13,18,21,37,28,41,41,42
Solyc02g087910.1,Solyc02g087910.1,0.4,,,,,,,,,
Solyc02g087920.2,Solyc02g087920.2,1,0.1,,,,,,,,
Solyc02g087930.2,Solyc02g087930.2,116,57,84,92,156,134,156,220,173,71
Solyc02g087940.2,Solyc02g087940.2,32,13,39,21,42,35,49,34,28,30
Solyc02g087950.2,Solyc02g087950.2,2,2,9,9,3,4,0.9,5,3,11
Solyc02g087960.2,Solyc02g087960.2,0.5,9,11,5,19,11,10,14,7,12
Solyc02g087970.1,Solyc02g087970.1,5,0.4,310,324,1274,1475,1528,2302,250,133
Solyc02g087980.2,Solyc02g087980.2,14,1,6,3,21,17,12,8,2,0.2
Solyc02g087990.2,Solyc02g087990.2,8,,0.1,0.1,,,0.1,0.1,,
Solyc02g088000.2,Solyc02g088000.2,19,35,29,18,42,59,51,23,16,30
Solyc02g088010.2,Solyc02g088010.2,17,9,15,13,12,14,16,15,12,16
Solyc02g088030.1,Solyc02g088030.1,,,0.1,,,,,,,
Solyc02g088040.1,Solyc02g088040.1,10,4,8,6,4,8,7,11,10,11
Solyc02g088050.1,Solyc02g088050.1,,,,,,0.4,,,,
Solyc02g088060.1,Solyc02g088060.1,,,0.1,,,,,,,
Solyc02g088070.2,Solyc02g088070.2,3,0.1,2,1,1,5,7,5,4,0.6
Solyc02g088080.1,Solyc02g088080.1,7,0.7,10,2,0.3,0.8,,0.4,0.3,
Solyc02g088090.1,Solyc02g088090.1,26,75,6,18,28,21,6,60,13,35
Solyc02g088100.2,Solyc02g088100.2,22,102,81,82,534,461,318,395,18,6
Solyc02g088110.2,Solyc02g088110.2,45,20,19,28,29,39,42,38,31,46
Solyc02g088120.2,Solyc02g088120.2,2,1,2,0.7,2,2,2,1,0.2,0.2
Solyc02g088130.1,Solyc02g088130.1,251,3,10,38,6,0.7,3,3,34,15
Solyc02g088140.1,Solyc02g088140.1,0.3,0.3,0.3,0.7,0.7,1,1,0.9,0.9,0.9
Solyc02g088150.1,Solyc02g088150.1,0.1,0.1,0.5,0.4,0.4,2,0.7,0.4,0.7,0.7
Solyc02g088160.2,Solyc02g088160.2,1,0.4,0.7,0.3,0.2,0.5,0.5,0.3,0.5,0.4
Solyc02g088170.1,Solyc02g088170.1,5,4,5,3,15,11,13,10,3,5
Solyc02g088180.2,Solyc02g088180.2,18,5,10,37,5,6,6,2,0.5,0.1
Solyc02g088190.2,Solyc02g088190.2,0.5,15,25,14,23,21,24,8,4,3
Solyc02g088200.2,Solyc02g088200.2,14,2,9,9,0.7,1,1,2,2,1
Solyc02g088210.2,Solyc02g088210.2,14,4,14,9,3,2,2,2,1,2
Solyc02g088220.2,Solyc02g088220.2,12,7,5,5,12,16,12,7,3,1
Solyc02g088230.2,Solyc02g088230.2,5,18,4,4,15,13,6,10,0.4,1
Solyc02g088240.2,Solyc02g088240.2,94,0.4,0.9,1,17,10,5,21,1,10
Solyc02g088250.2,Solyc02g088250.2,40,0.2,0.6,0.4,6,7,3,9,0.2,4
Solyc02g088260.2,Solyc02g088260.2,135,81,109,202,147,114,108,120,124,145
Solyc02g088270.2,Solyc02g088270.2,0.6,3,7,7,0.1,0.4,0.3,10,374,589
Solyc02g088280.2,Solyc02g088280.2,22,10,14,12,20,16,21,20,19,21
Solyc02g088290.2,Solyc02g088290.2,18,3,9,16,7,16,21,18,21,18
Solyc02g088300.2,Solyc02g088300.2,40,9,14,12,17,24,33,31,26,28
Solyc02g088310.1,Solyc02g088310.1,0.3,0.1,0.1,0.4,,0.4,0.2,,,
Solyc02g088320.2,Solyc02g088320.2,16,0.8,57,68,2,2,4,2,0.1,
Solyc02g088330.2,Solyc02g088330.2,18,5,21,29,5,6,5,7,4,2
Solyc02g088340.2,Solyc02g088340.2,27,100,13,27,13,17,32,67,336,53
Solyc02g088350.2,Solyc02g088350.2,11,152,33,51,42,48,61,40,52,87
Solyc02g088360.1,Solyc02g088360.1,,,,,0.2,0.5,,0.2,,
Solyc02g088370.1,Solyc02g088370.1,,,,,,,0.4,0.6,,
Solyc02g088380.2,Solyc02g088380.2,,,0.9,0.8,16,22,7,46,5,15
Solyc02g088390.2,Solyc02g088390.2,94,54,86,39,306,207,67,69,19,69
Solyc02g088400.2,Solyc02g088400.2,4,2,3,0.7,1,3,6,11,9,10
Solyc02g088410.1,Solyc02g088410.1,,,0.1,0.1,0.2,1,0.3,0.4,0.3,0.3
Solyc02g088420.1,Solyc02g088420.1,0.7,0.8,0.5,0.6,0.3,0.9,,,,0.3
Solyc02g088430.1,Solyc02g088430.1,0.1,0.1,0.1,0.2,,,0.1,,0.1,0.3
Solyc02g088440.1,Solyc02g088440.1,3,3,2,2,3,2,7,7,4,7
Solyc02g088450.2,Solyc02g088450.2,5,2,2,5,3,4,4,6,2,4
Solyc02g088460.2,Solyc02g088460.2,91,19,80,144,21,23,13,21,14,11
Solyc02g088470.1,Solyc02g088470.1,4,17,5,5,13,14,16,6,2,4
Solyc02g088480.2,Solyc02g088480.2,24,5,5,11,5,12,25,15,12,10
Solyc02g088490.2,Solyc02g088490.2,51,20,25,30,50,58,77,45,26,34
Solyc02g088500.1,Solyc02g088500.1,107,0.5,0.9,1,8,20,15,17,5,2
Solyc02g088510.2,Solyc02g088510.2,1,2,7,8,3,5,13,9,11,9
Solyc02g088520.2,Solyc02g088520.2,2,1,7,11,6,9,19,13,18,15
Solyc02g088530.1,Solyc02g088530.1,,6,14,8,9,7,5,4,6,3
Solyc02g088540.2,Solyc02g088540.2,7,12,12,7,18,16,10,9,6,13
Solyc02g088550.2,Solyc02g088550.2,63,29,31,43,38,47,37,55,50,60
Solyc02g088560.2,Solyc02g088560.2,3,47,42,235,39,33,38,21,58,45
Solyc02g088570.1,Solyc02g088570.1,35,24,12,22,29,34,48,31,26,21
Solyc02g088580.1,Solyc02g088580.1,20,6,5,7,3,6,7,13,11,26
Solyc02g088590.2,Solyc02g088590.2,31,14,18,20,25,28,42,21,17,13
Solyc02g088600.2,Solyc02g088600.2,11,20,5,8,7,7,9,8,11,6
Solyc02g088610.2,Solyc02g088610.2,16,13,14,22,25,57,45,69,177,476
Solyc02g088620.2,Solyc02g088620.2,77,39,44,42,33,33,28,48,64,52
Solyc02g088630.2,Solyc02g088630.2,24,8,14,9,8,13,3,35,2,13
Solyc02g088640.1,Solyc02g088640.1,,,0.1,0.2,,,,,,
Solyc02g088650.1,Solyc02g088650.1,0.8,0.2,0.4,0.7,1,1,2,2,1,1
Solyc02g088660.2,Solyc02g088660.2,30,6,12,12,21,28,30,16,24,19
Solyc02g088670.1,Solyc02g088670.1,,,0.3,,,,,,0.1,
Solyc02g088680.1,Solyc02g088680.1,2,0.6,,0.3,,0.5,15,,,
Solyc02g088690.2,Solyc02g088690.2,360,112,150,60,260,341,60,340,172,137
Solyc02g088700.2,Solyc02g088700.2,178,37,57,68,67,134,101,114,147,180
Solyc02g088710.2,Solyc02g088710.2,0.2,0.1,22,0.4,,,,,,
Solyc02g088720.2,Solyc02g088720.2,29,21,27,35,32,24,29,29,22,37
Solyc02g088730.1,Solyc02g088730.1,29,10,20,31,21,30,41,36,35,19
Solyc02g088740.1,Solyc02g088740.1,22,9,27,15,29,13,2,17,9,15
Solyc02g088750.1,Solyc02g088750.1,,0.1,0.1,,0.1,0.1,0.1,,,0.1
Solyc02g088760.2,Solyc02g088760.2,40,16,35,29,61,74,99,98,92,51
Solyc02g088770.2,Solyc02g088770.2,4,3,4,3,4,3,4,4,4,4
Solyc02g088780.2,Solyc02g088780.2,17,7,6,8,18,17,29,27,9,25
Solyc02g088790.2,Solyc02g088790.2,30,16,27,19,70,56,42,29,21,68
Solyc02g088800.1,Solyc02g088800.1,51,25,12,18,17,25,17,24,29,20
Solyc02g088830.2,Solyc02g088830.2,25,3,8,2,22,7,2,0.8,,
Solyc02g088840.2,Solyc02g088840.2,0.4,,8,27,0.1,,0.1,,,
Solyc02g088850.2,Solyc02g088850.2,0.6,,0.6,0.2,0.5,0.5,0.2,1,0.3,0.2
Solyc02g088860.1,Solyc02g088860.1,,0.1,0.1,,0.1,,,0.2,,
Solyc02g088900.2,Solyc02g088900.2,20,8,13,4,6,6,2,1,0.3,0.1
Solyc02g088910.2,Solyc02g088910.2,50,5,37,34,11,22,30,13,7,7
Solyc02g088920.2,Solyc02g088920.2,15,5,11,8,8,15,10,12,6,4
Solyc02g088930.2,Solyc02g088930.2,115,32,69,85,99,113,85,77,87,119
Solyc02g088940.2,Solyc02g088940.2,10,15,16,13,16,18,23,29,21,50
Solyc02g088950.1,Solyc02g088950.1,0.7,,0.7,0.3,,0.9,4,3,7,6
Solyc02g088960.2,Solyc02g088960.2,20,14,24,23,20,16,32,35,47,52
Solyc02g088970.1,Solyc02g088970.1,12,9,13,13,7,11,12,21,19,40
Solyc02g088980.1,Solyc02g088980.1,2,0.3,,,1,2,6,4,6,5
Solyc02g088990.1,Solyc02g088990.1,3,1,1,2,1,3,7,6,19,14
Solyc02g089000.2,Solyc02g089000.2,3,0.7,2,1,2,3,5,8,16,12
Solyc02g089010.1,Solyc02g089010.1,3,0.7,2,2,3,4,6,4,12,11
Solyc02g089020.1,Solyc02g089020.1,,22,33,21,4,4,5,2,2,0.2
Solyc02g089030.1,Solyc02g089030.1,10,2,15,40,0.7,1,0.3,0.4,0.3,
Solyc02g089040.2,Solyc02g089040.2,1,0.3,1,0.3,2,5,3,7,0.3,
Solyc02g089050.2,Solyc02g089050.2,7,3,7,23,0.2,0.3,0.1,0.1,0.1,
Solyc02g089060.2,Solyc02g089060.2,12,4,32,37,4,12,10,10,7,15
Solyc02g089070.2,Solyc02g089070.2,85,25,39,39,84,99,79,66,55,66
Solyc02g089080.2,Solyc02g089080.2,6,331,253,138,215,141,105,86,7,1
Solyc02g089090.2,Solyc02g089090.2,34,37,11,15,10,30,34,76,85,47
Solyc02g089100.2,Solyc02g089100.2,47,39,45,38,69,56,51,44,57,58
Solyc02g089110.2,Solyc02g089110.2,21,13,25,19,12,12,10,11,14,20
Solyc02g089120.2,Solyc02g089120.2,16,15,14,34,12,27,33,53,47,20
Solyc02g089130.2,Solyc02g089130.2,11,3,4,0.5,1,1,0.6,0.5,,
Solyc02g089140.2,Solyc02g089140.2,2,,0.1,,0.2,,0.3,3,0.9,0.1
Solyc02g089150.2,Solyc02g089150.2,0.3,0.9,8,2,0.7,2,3,15,38,13
Solyc02g089160.2,Solyc02g089160.2,3,3,18,16,2,2,0.5,3,38,77
Solyc02g089170.2,Solyc02g089170.2,7,3,340,24,0.2,0.1,0.4,0.4,,
Solyc02g089190.1,Solyc02g089190.1,0.5,,0.1,,,,,,,
Solyc02g089200.2,Solyc02g089200.2,0.9,0.6,653,470,551,593,386,376,371,320
Solyc02g089210.2,Solyc02g089210.2,11,,7,1,3,1,2,0.4,0.3,0.3
Solyc02g089220.2,Solyc02g089220.2,27,29,26,35,16,13,11,9,8,18
Solyc02g089230.2,Solyc02g089230.2,60,36,67,68,47,48,29,50,35,27
Solyc02g089240.2,Solyc02g089240.2,123,28,25,26,33,41,54,47,38,36
Solyc02g089250.2,Solyc02g089250.2,471,14,59,73,219,728,214,12,1,3
Solyc02g089260.2,Solyc02g089260.2,37,5,4,7,6,26,31,33,39,81
Solyc02g089270.1,Solyc02g089270.1,5,7,7,5,8,9,9,7,4,1
Solyc02g089280.2,Solyc02g089280.2,40,17,24,35,40,36,36,25,21,25
Solyc02g089290.2,Solyc02g089290.2,26,9,15,16,13,16,13,26,25,30
Solyc02g089300.2,Solyc02g089300.2,2,,0.1,,,,,,,
Solyc02g089310.1,Solyc02g089310.1,12,6,5,5,10,11,11,10,10,10
Solyc02g089320.2,Solyc02g089320.2,24,9,15,16,4,5,5,5,7,6
Solyc02g089330.2,Solyc02g089330.2,4,3,2,3,4,4,5,6,4,10
Solyc02g089340.2,Solyc02g089340.2,4,3,4,5,5,4,5,8,4,12
Solyc02g089350.2,Solyc02g089350.2,6,150,662,105,95,125,62,88,4,18
Solyc02g089360.2,Solyc02g089360.2,31,11,11,17,14,25,33,30,34,34
Solyc02g089370.2,Solyc02g089370.2,22,6,4,7,8,15,21,21,22,27
Solyc02g089380.1,Solyc02g089380.1,,,,,,,,,0.4,
Solyc02g089390.1,Solyc02g089390.1,26,7,10,13,8,17,19,21,32,33
Solyc02g089400.2,Solyc02g089400.2,52,17,21,42,6,14,20,18,27,11
Solyc02g089410.2,Solyc02g089410.2,7,5,13,12,8,7,5,5,6,6
Solyc02g089420.1,Solyc02g089420.1,0.1,0.2,0.7,4,,1,2,1,2,0.3
Solyc02g089430.1,Solyc02g089430.1,0.8,,0.8,,0.8,,0.4,,,
Solyc02g089440.2,Solyc02g089440.2,45,13,38,11,41,67,23,73,18,13
Solyc02g089450.1,Solyc02g089450.1,,,1,,,,0.2,,,
Solyc02g089460.1,Solyc02g089460.1,8,,10,4,1,1,1,3,4,3
Solyc02g089470.1,Solyc02g089470.1,8,0.2,0.7,0.2,1,1,1,2,,0.8
Solyc02g089480.1,Solyc02g089480.1,6,2,1,0.9,2,0.3,0.8,1,1,1
Solyc02g089490.2,Solyc02g089490.2,5,0.2,0.8,0.8,1,4,7,6,11,36
Solyc02g089500.2,Solyc02g089500.2,,0.1,,0.2,,0.4,0.1,,,
Solyc02g089510.2,Solyc02g089510.2,5,0.3,2,1,2,3,6,7,10,50
Solyc02g089520.1,Solyc02g089520.1,0.1,1,,0.4,,0.1,0.1,,0.1,0.1
Solyc02g089530.2,Solyc02g089530.2,0.7,,0.1,0.4,0.5,1,0.8,2,2,17
Solyc02g089540.2,Solyc02g089540.2,0.1,2,3,25,0.8,2,0.1,3,0.5,0.5
Solyc02g089550.2,Solyc02g089550.2,19,12,9,17,19,21,8,5,3,0.2
Solyc02g089560.2,Solyc02g089560.2,24,8,9,8,19,28,17,17,15,22
Solyc02g089570.2,Solyc02g089570.2,,0.4,345,1,,,,0.3,0.2,
Solyc02g089580.2,Solyc02g089580.2,0.8,0.2,753,3,,,0.3,0.5,0.3,
Solyc02g089590.2,Solyc02g089590.2,0.7,0.1,547,12,0.2,,0.5,0.2,0.2,
Solyc02g089600.2,Solyc02g089600.2,30,11,13,16,28,38,55,46,50,35
Solyc02g089610.1,Solyc02g089610.1,52,45,259,1039,118,268,77,153,64,282
Solyc02g089620.2,Solyc02g089620.2,42,12,99,87,258,740,277,260,38,43
Solyc02g089630.2,Solyc02g089630.2,1,0.5,43,7,10,94,29,312,127,206
Solyc02g089640.2,Solyc02g089640.2,48,30,6,5,40,31,18,103,64,169
Solyc02g089650.2,Solyc02g089650.2,30,9,4,7,7,9,7,5,4,3
Solyc02g089660.1,Solyc02g089660.1,43,52,28,22,24,8,7,5,68,16
Solyc02g089670.2,Solyc02g089670.2,,,3,3,,,,,,
Solyc02g089680.2,Solyc02g089680.2,43,13,17,18,33,44,18,46,41,63
Solyc02g089690.2,Solyc02g089690.2,30,3,3,3,21,26,9,10,0.3,2
Solyc02g089700.2,Solyc02g089700.2,49,4,7,1,0.3,0.3,,,,
Solyc02g089710.2,Solyc02g089710.2,1,,0.9,,,,,,,
Solyc02g089720.1,Solyc02g089720.1,45,5,6,6,21,29,29,49,51,68
Solyc02g089730.1,Solyc02g089730.1,29,0.2,0.7,0.8,5,4,2,0.8,0.6,0.3
Solyc02g089740.2,Solyc02g089740.2,12,0.4,2,2,6,6,5,3,1,3
Solyc02g089750.2,Solyc02g089750.2,23,2,6,6,7,10,10,9,6,6
Solyc02g089760.2,Solyc02g089760.2,13,2,5,2,4,7,5,7,3,3
Solyc02g089770.2,Solyc02g089770.2,0.2,0.5,8,10,5,19,11,24,31,53
Solyc02g089780.2,Solyc02g089780.2,,,0.2,,,,0.4,0.4,5,12
Solyc02g089790.2,Solyc02g089790.2,0.6,0.2,0.6,0.6,0.4,0.8,2,2,0.8,2
Solyc02g089800.2,Solyc02g089800.2,35,11,17,26,16,28,38,28,29,35
Solyc02g089810.2,Solyc02g089810.2,24,6,7,12,11,17,19,19,20,18
Solyc02g089820.2,Solyc02g089820.2,214,98,134,96,183,154,131,129,145,171
Solyc02g089830.1,Solyc02g089830.1,,,0.3,0.2,,,,,,
Solyc02g089840.2,Solyc02g089840.2,11,8,14,18,6,9,4,13,5,3
Solyc02g089850.2,Solyc02g089850.2,10,8,19,24,6,10,5,14,6,2
Solyc02g089860.1,Solyc02g089860.1,1,0.3,2,0.6,0.1,0.1,,,,
Solyc02g089870.1,Solyc02g089870.1,68,24,44,68,36,53,77,63,49,38
Solyc02g089880.2,Solyc02g089880.2,2,3,10,5,2,7,6,22,7,2
Solyc02g089890.2,Solyc02g089890.2,6,2,5,2,4,3,2,2,1,3
Solyc02g089900.1,Solyc02g089900.1,28,12,3,8,23,20,4,50,14,50
Solyc02g089920.1,Solyc02g089920.1,10,,,,,0.1,,0.1,,0.1
Solyc02g089930.2,Solyc02g089930.2,98,19,33,26,9,22,18,40,27,13
Solyc02g089940.2,Solyc02g089940.2,31,38,24,54,2,2,3,3,0.7,0.7
Solyc02g089950.1,Solyc02g089950.1,32,7,10,9,4,2,2,0.5,0.1,0.1
Solyc02g089960.2,Solyc02g089960.2,10,0.4,3,2,1,0.4,0.2,0.1,0.2,0.3
Solyc02g089970.2,Solyc02g089970.2,17,6,10,11,12,16,17,11,10,14
Solyc02g089980.2,Solyc02g089980.2,52,7,7,6,23,25,21,14,10,8
Solyc02g089990.1,Solyc02g089990.1,9,18,23,3,10,3,1,12,8,31
Solyc02g090000.2,Solyc02g090000.2,5,6,6,15,2,5,6,9,14,17
Solyc02g090010.1,Solyc02g090010.1,150,92,86,108,63,67,98,113,85,59
Solyc02g090020.2,Solyc02g090020.2,5,41,9,10,22,18,34,10,6,5
Solyc02g090030.2,Solyc02g090030.2,3,2679,562,448,471,411,391,205,99,13
Solyc02g090040.1,Solyc02g090040.1,0.3,,1,0.6,,2,4,6,4,7
Solyc02g090050.2,Solyc02g090050.2,1,0.3,2,1,1,2,8,8,7,10
Solyc02g090060.1,Solyc02g090060.1,9,1,10,3,7,2,6,2,,0.7
Solyc02g090070.2,Solyc02g090070.2,16,10,22,11,24,25,32,20,8,3
Solyc02g090090.2,Solyc02g090090.2,49,20,25,32,38,43,35,37,30,46
Solyc02g090100.1,Solyc02g090100.1,10,275,119,140,138,108,60,78,72,38
Solyc02g090110.2,Solyc02g090110.2,20,3,6,18,4,6,7,23,21,23
